qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	General functional category	Functional category	KO
tr|Q3A461|Q3A461_SYNC1	COG1905	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) [Energy production and conversion]. NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) is part of the Pathway/BioSystem: NADH dehydrogenase	1.6.5.3	CDD:441509			40.26	154.0	92.0	0.0	19.0	172.0	4.0	157.0	6.660000000000001e-70	206.0	METABOLISM	Energy production and conversion 	K00127,K00334
tr|Q3A461|Q3A461_SYNC1	KOG3196	NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit	KOG3196, NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit [Energy production and conversion]		CDD:231134			38.346	133.0	82.0	0.0	39.0	171.0	59.0	191.0	1.1500000000000001e-31	111.0	METABOLISM	Energy production and conversion 	
tr|Q3A461|Q3A461_SYNC1	TIGR01958	NADH-quinone oxidoreductase subunit NuoE	NADH-quinone oxidoreductase, E subunit. This model describes the E chain of complexes that resemble NADH-quinone oxidoreductases. The electron acceptor is a quinone, ubiquinone, in mitochondria and most bacteria, including Escherichia coli, where the recommended gene symbol is nuoB. This model does not identify proteins from chloroplast and cyanobacteria. [Energy metabolism, Electron transport]		CDD:131013	cellular organisms	131567	29.365	126.0	89.0	0.0	47.0	172.0	22.0	147.0	8.56e-40	129.0			
tr|Q3A461|Q3A461_SYNC1	cd03064		TRX-like [2Fe-2S] Ferredoxin (Fd) family, NADH:ubiquinone oxidoreductase (Nuo) subunit E subfamily; Nuo, also called respiratory chain Complex 1, is the entry point for electrons into the respiratory chains of bacteria and the mitochondria of eukaryotes. It is a multisubunit complex with at least 14 core subunits. It catalyzes the electron transfer of NADH to quinone coupled with the transfer of protons across the membrane, providing the proton motive force required for energy-consuming processes. Electrons are transferred from NADH to quinone through a chain of iron-sulfur clusters in Nuo, including the [2Fe-2S] cluster present in NuoE core subunit, also called the 24 kD subunit of Complex 1. This subfamily also include formate dehydrogenases, NiFe hydrogenases and NAD-reducing hydrogenases, that contain a NuoE domain. A subset of these proteins contain both NuoE and NuoF in a single chain. NuoF, also called the 51 kD subunit of Complex 1, contains one [4Fe-4S] cluster and also binds the NADH substrate and FMN.		CDD:239362			41.25	80.0	47.0	0.0	93.0	172.0	1.0	80.0	4.73e-31	105.0			
tr|Q3A461|Q3A461_SYNC1	cl00388		Protein Disulfide Oxidoreductases and Other Proteins with a Thioredoxin fold. This family contains proteins related to alkyl hydro-peroxide reductase (AhpC) and thiol specific antioxidant (TSA).		CDD:469754															
tr|Q3A461|Q3A461_SYNC1	pfam01257	NAD(P)H-dependent oxidoreductase subunit E	Thioredoxin-like [2Fe-2S] ferredoxin. 		CDD:460139	cellular organisms	131567	38.889	144.0	88.0	0.0	29.0	172.0	1.0	144.0	3.42e-64	191.0			
tr|Q3A4R6|Q3A4R6_SYNC1	COG3203	Outer membrane porin OmpC/OmpF/PhoE	Outer membrane porin OmpC/OmpF/PhoE [Cell wall/membrane/envelope biogenesis]. 		CDD:442436			14.754	305.0	188.0	13.0	103.0	402.0	75.0	312.0	1.71e-05	43.5	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	K01081,K01446
tr|Q3A4R6|Q3A4R6_SYNC1	cl21487		N/A. This family includes proteins annotated as TonB dependent receptors. But it is also likely to contain other membrane beta barrel proteins of other functions.		CDD:473880															
tr|Q3A5T4|Q3A5T4_SYNC1	cl09901		Bacterial protein of unknown function (Gcw_chp). This model represents a conserved hypothetical protein about 240 residues in length found so far in Proteobacteria including Shewanella oneidensis, Ralstonia solanacearum, and Colwellia psychrerythraea, usually as part of a paralogous family. The function is unknown.		CDD:299108															
tr|Q3A5T4|Q3A5T4_SYNC1	cl09901		Bacterial protein of unknown function (Gcw_chp). This model represents a conserved hypothetical protein about 240 residues in length found so far in Proteobacteria including Shewanella oneidensis, Ralstonia solanacearum, and Colwellia psychrerythraea, usually as part of a paralogous family. The function is unknown.		CDD:299108															
tr|Q3A6B7|Q3A6B7_SYNC1	COG1905	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) [Energy production and conversion]. NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) is part of the Pathway/BioSystem: NADH dehydrogenase	1.6.5.3	CDD:441509			52.448	143.0	68.0	0.0	21.0	163.0	16.0	158.0	2.73e-79	229.0	METABOLISM	Energy production and conversion 	K00127,K00334
tr|Q3A6B7|Q3A6B7_SYNC1	KOG3196	NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit	KOG3196, NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit [Energy production and conversion]		CDD:231134			41.06	151.0	86.0	2.0	13.0	160.0	40.0	190.0	8.93e-38	126.0	METABOLISM	Energy production and conversion 	
tr|Q3A6B7|Q3A6B7_SYNC1	TIGR01958	NADH-quinone oxidoreductase subunit NuoE	NADH-quinone oxidoreductase, E subunit. This model describes the E chain of complexes that resemble NADH-quinone oxidoreductases. The electron acceptor is a quinone, ubiquinone, in mitochondria and most bacteria, including Escherichia coli, where the recommended gene symbol is nuoB. This model does not identify proteins from chloroplast and cyanobacteria. [Energy metabolism, Electron transport]		CDD:131013	cellular organisms	131567	43.939	132.0	74.0	0.0	32.0	163.0	17.0	148.0	1.97e-54	166.0			
tr|Q3A6B7|Q3A6B7_SYNC1	cd03064		TRX-like [2Fe-2S] Ferredoxin (Fd) family, NADH:ubiquinone oxidoreductase (Nuo) subunit E subfamily; Nuo, also called respiratory chain Complex 1, is the entry point for electrons into the respiratory chains of bacteria and the mitochondria of eukaryotes. It is a multisubunit complex with at least 14 core subunits. It catalyzes the electron transfer of NADH to quinone coupled with the transfer of protons across the membrane, providing the proton motive force required for energy-consuming processes. Electrons are transferred from NADH to quinone through a chain of iron-sulfur clusters in Nuo, including the [2Fe-2S] cluster present in NuoE core subunit, also called the 24 kD subunit of Complex 1. This subfamily also include formate dehydrogenases, NiFe hydrogenases and NAD-reducing hydrogenases, that contain a NuoE domain. A subset of these proteins contain both NuoE and NuoF in a single chain. NuoF, also called the 51 kD subunit of Complex 1, contains one [4Fe-4S] cluster and also binds the NADH substrate and FMN.		CDD:239362			57.5	80.0	34.0	0.0	83.0	162.0	1.0	80.0	1.29e-36	119.0			
tr|Q3A6B7|Q3A6B7_SYNC1	cl00388		Protein Disulfide Oxidoreductases and Other Proteins with a Thioredoxin fold. This family contains proteins related to alkyl hydro-peroxide reductase (AhpC) and thiol specific antioxidant (TSA).		CDD:469754															
tr|Q3A6B7|Q3A6B7_SYNC1	pfam01257	NAD(P)H-dependent oxidoreductase subunit E	Thioredoxin-like [2Fe-2S] ferredoxin. 		CDD:460139	cellular organisms	131567	48.951	143.0	73.0	0.0	21.0	163.0	3.0	145.0	8.25e-73	213.0			
tr|Q3A731|Q3A731_SYNC1	cl00642		GTP cyclohydrolase I FolE2. GTP cyclohydrolase; Provisional		CDD:469856															
tr|Q3A731|Q3A731_SYNC1	pfam02649	GTP cyclohydrolase I FolE2	Type I GTP cyclohydrolase folE2. This is a family of prokaryotic proteins with type I GTP cyclohydrolase activity. GTP cyclohydrolase I is the first enzyme of the de novo tetrahydrofolate biosynthetic pathway present in bacteria, fungi, and plants, and encoded in Escherichia coli by the folE gene; it is also the first enzyme of the biopterin (BH4) pathway in Homo sapiens. The invariate, highly conserved glutamate residue at position 216 in Swiss:Q5F9K6 is likely to be the substrate ligand and the metal ligand is likely to be the cysteine at position 147. The enzyme is Zinc 2+ dependent.		CDD:460638	cellular organisms	131567	26.587	252.0	157.0	11.0	10.0	242.0	17.0	259.0	1.8899999999999998e-24	96.4			
tr|Q3A7B5|Q3A7B5_SYNC1	COG4771	Outer membrane receptor for ferrienterochelin and colicins	Outer membrane receptor for ferrienterochelin and colicins [Inorganic ion transport and metabolism]. 		CDD:443803			19.171	193.0	135.0	4.0	44.0	215.0	190.0	382.0	0.000484	37.9	METABOLISM	Inorganic ion transport and metabolism 	
tr|Q3A7B5|Q3A7B5_SYNC1	cl09901		Bacterial protein of unknown function (Gcw_chp). This model represents a conserved hypothetical protein about 240 residues in length found so far in Proteobacteria including Shewanella oneidensis, Ralstonia solanacearum, and Colwellia psychrerythraea, usually as part of a paralogous family. The function is unknown.		CDD:299108															
tr|Q3A7B5|Q3A7B5_SYNC1	cl09901		Bacterial protein of unknown function (Gcw_chp). This model represents a conserved hypothetical protein about 240 residues in length found so far in Proteobacteria including Shewanella oneidensis, Ralstonia solanacearum, and Colwellia psychrerythraea, usually as part of a paralogous family. The function is unknown.		CDD:299108															
tr|Q3A7D0|Q3A7D0_SYNC1	COG4771	Outer membrane receptor for ferrienterochelin and colicins	Outer membrane receptor for ferrienterochelin and colicins [Inorganic ion transport and metabolism]. 		CDD:443803			33.227	629.0	381.0	16.0	6.0	614.0	3.0	612.0	1.43e-127	387.0	METABOLISM	Inorganic ion transport and metabolism 	
tr|Q3A7D0|Q3A7D0_SYNC1	TIGR01779	TonB-dependent vitamin B12 receptor	TonB-dependent vitamin B12 receptor. This model represents the TonB-dependent outer membrane receptor found in gamma proteobacteria responsible for translocating the cobalt-containing vitamin B12 (cobalamin). [Transport and binding proteins, Other, Transport and binding proteins, Porins]		CDD:273802	Gammaproteobacteria	1236	28.594	647.0	417.0	16.0	6.0	646.0	7.0	614.0	1.55e-106	332.0			
tr|Q3A7D0|Q3A7D0_SYNC1	cd01347		TonB dependent/Ligand-Gated channels are created by a monomeric 22 strand (22,24) anti-parallel beta-barrel. Ligands apparently bind to the large extracellular loops. The N-terminal 150-200 residues form a plug from the periplasmic end of barrel.   Energy (proton-motive force) and TonB-dependent conformational alteration of channel (parts of plug, and loops 7 and 8) allow passage of ligand. FepA residues 12-18 form the TonB box, which mediates the interaction with the TonB-containing  inner membrane complex. TonB preferentially interacts with ligand-bound receptors. Transport thru the channel may resemble passage thru an air lock.  In this model, ligand binding leads to closure of the extracellular end of pore, then a TonB-mediated  signal facillitates opening of the interior side of pore, deforming the N-terminal plug and allowing passage of the ligand to the periplasm. Such a mechanism would prevent the free diffusion of small molecules thru the pore.		CDD:238657			25.802	655.0	395.0	17.0	47.0	642.0	1.0	623.0	8.22e-92	295.0			
tr|Q3A7D0|Q3A7D0_SYNC1	cl21487		N/A. This family includes proteins annotated as TonB dependent receptors. But it is also likely to contain other membrane beta barrel proteins of other functions.		CDD:473880															
tr|Q3A7D0|Q3A7D0_SYNC1	pfam00593	TonB-dependent receptor	TonB dependent receptor. This model now only covers the conserved part of the barrel structure.		CDD:395474	Bacteria	2	25.159	473.0	312.0	10.0	209.0	646.0	3.0	468.0	1.97e-52	185.0			
tr|Q3A7D0|Q3A7D0_SYNC1	pfam07715	TonB-dependent receptor plug domain-containing protein	TonB-dependent Receptor Plug Domain. The Plug domain has been shown to be an independently folding subunit of the TonB-dependent receptors. It acts as the channel gate, blocking the pore until the channel is bound by ligand. At this point it under goes conformational changes opens the channel.		CDD:462243	Bacteria	2	43.636	110.0	59.0	2.0	40.0	149.0	1.0	107.0	8.2e-35	125.0			
tr|Q3A7X6|Q3A7X6_SYNC1	COG1454	Alcohol dehydrogenase, class IV	Alcohol dehydrogenase, class IV [Energy production and conversion]. 	1.1.1.1	CDD:441063			50.0	382.0	190.0	1.0	9.0	390.0	1.0	381.0	0.0	525.0	METABOLISM	Energy production and conversion 	K00048
tr|Q3A7X6|Q3A7X6_SYNC1	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]		CDD:231789			38.425	419.0	218.0	7.0	12.0	390.0	44.0	462.0	4.88e-127	371.0	METABOLISM	Energy production and conversion 	
tr|Q3A7X6|Q3A7X6_SYNC1	cd08188		1,3-Propanediol (1,3-PD) dehydrogenase. This family includes 1,3-propanediol (1,3-PD) dehydrogenase, a key enzyme in the microbial production of 1,3-PD that has been previously characterized as the product of dhaT gene in Klebsiella pneumoniae. 1,3-PD dehydrogenase is a member of the family III metal-dependent polyol dehydrogenases, which are shown to require a divalent metal ion for catalysis. However, some members of this family showed a dependence on Fe(2+) or Zn(2+) for activity.		CDD:341467			65.782	377.0	129.0	0.0	11.0	387.0	1.0	377.0	0.0	673.0			
tr|Q3A7X6|Q3A7X6_SYNC1	cl00292		Adenine nucleotide alpha hydrolase (AANH) superfamily. tRNA-cytidine(32) 2-sulfurtransferase, also called two-thiocytidine biosynthesis protein A or tRNA 2-thiocytidine biosynthesis protein TtcA, catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). TtcA belongs to the adenine nucleotide alpha hydrolase superfamily (AANH) that includes N-type ATP PPases and ATP sulfurylases. It forms an alpha/beta/alpha fold which binds to the adenosine group. This domain has a strongly conserved motif SGGKD at the N-terminus.		CDD:469708															
tr|Q3A7X6|Q3A7X6_SYNC1	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950															
tr|Q3A7X6|Q3A7X6_SYNC1	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950															
tr|Q3A7X6|Q3A7X6_SYNC1	pfam00465	iron-containing alcohol dehydrogenase	Iron-containing alcohol dehydrogenase. 		CDD:425696	cellular organisms	131567	46.866	367.0	190.0	2.0	16.0	382.0	1.0	362.0	4.56e-144	411.0			
tr|Q3A7X7|Q3A7X7_SYNC1	COG2414	Aldehyde:ferredoxin oxidoreductase	Aldehyde:ferredoxin oxidoreductase [Energy production and conversion]. 	1.2.7.5	CDD:441969			37.914	604.0	324.0	18.0	1.0	575.0	5.0	586.0	1.0799999999999999e-176	510.0	METABOLISM	Energy production and conversion 	
tr|Q3A7X7|Q3A7X7_SYNC1	PRK09849	aldehyde ferredoxin oxidoreductase	putative oxidoreductase; Provisional	1.2.7.5	CDD:236629	Enterobacterales	91347	35.0	220.0	132.0	4.0	3.0	220.0	10.0	220.0	4.44e-28	117.0			
tr|Q3A7X7|Q3A7X7_SYNC1	pfam01314	Aldehyde ferredoxin oxidoreductase, domains 2 & 3 (Provisional)	Aldehyde ferredoxin oxidoreductase, domains 2 & 3. Aldehyde ferredoxin oxidoreductase (AOR) catalyzes the reversible oxidation of aldehydes to their corresponding carboxylic acids with their accompanying reduction of the redox protein ferredoxin. This family is composed of two structural domains that bind the tungsten cofactor via DXXGL(C/D) motifs. In addition to maintaining specific binding interactions with the cofactor, another role for domains 2 and 3 may be to regulate substrate access to AOR.		CDD:426196	cellular organisms	131567	36.412	379.0	211.0	10.0	221.0	575.0	1.0	373.0	3.18e-97	299.0			
tr|Q3A7X7|Q3A7X7_SYNC1	pfam02730	Aldehyde ferredoxin oxidoreductase, N-terminal domain (Provisional)	Aldehyde ferredoxin oxidoreductase, N-terminal domain. Aldehyde ferredoxin oxidoreductase (AOR) catalyzes the reversible oxidation of aldehydes to their corresponding carboxylic acids with their accompanying reduction of the redox protein ferredoxin. This domain interacts with the tungsten cofactor.		CDD:426943	cellular organisms	131567	44.175	206.0	106.0	4.0	2.0	205.0	1.0	199.0	2.81e-82	254.0			
tr|Q3A7X7|Q3A7X7_SYNC1	smart00790	Aldehyde ferredoxin oxidoreductase, N-terminal domain	Aldehyde ferredoxin oxidoreductase, N-terminal domain. Enzymes of the aldehyde ferredoxin oxidoreductase (AOR) family contain a tungsten cofactor and an 4Fe4S cluster and catalyse the interconversion of aldehydes to carboxylates. This family includes AOR, formaldehyde ferredoxin oxidoreductase (FOR), glyceraldehyde-3-phosphate ferredoxin oxidoreductase (GAPOR), all isolated from hyperthermophilic archea. carboxylic acid reductase found in clostridia. and hydroxycarboxylate viologen oxidoreductase from Proteus vulgaris, the sole member of the AOR family containing molybdenum. GAPOR may be involved in glycolysis. but the functions of the other proteins are not yet clear. AOR has been proposed to be the primary enzyme responsible for oxidising the aldehydes that are produced by the 2-keto acid oxidoreductases.		CDD:129026			42.718	206.0	109.0	4.0	1.0	204.0	1.0	199.0	7.87e-78	238.0			
